City,State,Abbrev,Latitude,Longitude,Per_1k,Population,Total
Elsmere,KENTUCKY,KY,39.0126,-84.6047,1.728110599,8680,15
Eminence,KENTUCKY,KY,38.3701,-85.1805,2.324680356,2581,6
Erlanger,KENTUCKY,KY,39.0167,-84.6008,1.957117384,22993,45
Evarts,KENTUCKY,KY,36.8659,-83.1905,3.676470588,816,3
Falmouth,KENTUCKY,KY,38.6767,-84.3305,3.80952381,2100,8
Flatwoods,KENTUCKY,KY,38.5226,-82.7171,1.68161435,7136,12
Fleming-Neon,KENTUCKY,KY,,,2.90275762,689,2
Flemingsburg,KENTUCKY,KY,38.4223,-83.7338,2.834868887,2822,8
Florence,KENTUCKY,KY,38.9989,-84.6266,2.079447112,32701,68
Fort Mitchell,KENTUCKY,KY,39.0595,-84.5474,1.81598063,8260,15
Fort Wright,KENTUCKY,KY,39.0517,-84.5341,2.265992679,5737,13
Frankfort,KENTUCKY,KY,38.2009,-84.8733,2.602660497,27664,72
Franklin,KENTUCKY,KY,36.7223,-86.5772,2.378525314,8829,21
Fulton,KENTUCKY,KY,36.5042,-88.8742,5.057471264,2175,11
Georgetown,KENTUCKY,KY,38.2098,-84.5588,1.746674042,34351,60
Glasgow,KENTUCKY,KY,36.9959,-85.9119,2.706266047,14411,39
Grayson,KENTUCKY,KY,38.3326,-82.9485,3.012804419,3983,12
Greenville,KENTUCKY,KY,37.2012,-87.1789,2.59495164,4239,11
Guthrie,KENTUCKY,KY,36.6486,-87.1661,2.88184438,1388,4
Hardinsburg,KENTUCKY,KY,37.7801,-86.4605,2.155172414,2320,5
Harlan,KENTUCKY,KY,36.8431,-83.3218,7.208387942,1526,11
Harrodsburg,KENTUCKY,KY,37.7623,-84.8433,2.619359448,8399,22
Hawesville,KENTUCKY,KY,37.9001,-86.755,0.999000999,1001,1
Hazard,KENTUCKY,KY,37.2495,-83.1932,4.369414101,5035,22
Highland Heights,KENTUCKY,KY,39.0331,-84.4522,1.687289089,7112,12
Hillview,KENTUCKY,KY,,,1.85528757,9163,17
Hodgenville,KENTUCKY,KY,37.5737,-85.7404,1.861619609,3223,6
Hopkinsville,KENTUCKY,KY,36.8658,-87.489,3.626739855,30606,111
Hyden,KENTUCKY,KY,37.1609,-83.3732,2.93255132,341,1
Independence,KENTUCKY,KY,38.9431,-84.5441,1.354627121,28052,38
Indian Hills,KENTUCKY,KY,,,2.331778814,3002,7
Irvine,KENTUCKY,KY,37.7006,-83.9738,2.145922747,2330,5
Irvington,KENTUCKY,KY,37.8803,-86.2839,3.410059676,1173,4
Jackson,KENTUCKY,KY,37.5535,-83.3823,4.928536225,2029,10
Jamestown,KENTUCKY,KY,36.9848,-85.063,2.793296089,1790,5
Jeffersontown,KENTUCKY,KY,38.1942,-85.5644,2.113471559,27443,58
Jenkins,KENTUCKY,KY,37.1734,-82.631,2.019182231,1981,4
Junction City,KENTUCKY,KY,37.5867,-84.7938,1.304347826,2300,3
La Grange,KENTUCKY,KY,38.4076,-85.3788,1.778765981,8995,16
Lakeside Park-Crestview Hills,KENTUCKY,KY,,,2.128704765,6107,13
Lancaster,KENTUCKY,KY,37.6195,-84.578,3.103983445,3866,12
Lawrenceburg,KENTUCKY,KY,38.0373,-84.8966,1.757778168,11378,20
Lebanon,KENTUCKY,KY,37.5698,-85.2527,4.940014114,5668,28
Leitchfield,KENTUCKY,KY,37.4801,-86.2939,2.892681516,6914,20
Lewisburg,KENTUCKY,KY,36.9864,-86.9472,1.243781095,804,1
Lexington,KENTUCKY,KY,38.0464,-84.497,2.153087269,325579,701
Livingston,KENTUCKY,KY,37.2979,-84.2149,4.608294931,217,1
London,KENTUCKY,KY,37.129,-84.0833,4.370629371,8008,35
Louisa,KENTUCKY,KY,38.1143,-82.6032,2.494802495,2405,6
Louisville Metro,KENTUCKY,KY,,,2.255115432,682005,1538
Loyall,KENTUCKY,KY,36.852,-83.3541,3.262642741,613,2
Ludlow,KENTUCKY,KY,39.0926,-84.5474,2.665482008,4502,12
Madisonville,KENTUCKY,KY,37.328,-87.4987,3.059233082,18959,58
Marion,KENTUCKY,KY,37.3328,-88.0811,2.400548697,2916,7
Mayfield,KENTUCKY,KY,36.7414,-88.6353,2.851614217,9819,28
Maysville,KENTUCKY,KY,38.6412,-83.7444,3.990877993,8770,35
Middletown,KENTUCKY,KY,,,0.502386335,7962,4
Monticello,KENTUCKY,KY,36.8298,-84.8491,1.802983118,6101,11
Morehead,KENTUCKY,KY,38.184,-83.4327,3.558266616,7869,28
Morganfield,KENTUCKY,KY,37.6834,-87.9167,2.026635785,3454,7
Mount Sterling,KENTUCKY,KY,38.0565,-83.9433,3.171101613,7253,23
Mount Vernon,KENTUCKY,KY,37.3529,-84.3405,3.282724661,2437,8
Mount Washington,KENTUCKY,KY,38.0501,-85.5458,1.360174102,14704,20
Muldraugh,KENTUCKY,KY,37.937,-85.9916,3.048780488,984,3
Murray,KENTUCKY,KY,36.6103,-88.3148,2.473971755,19402,48
Newport,KENTUCKY,KY,39.0889,-84.492,2.805236441,14972,42
Nicholasville,KENTUCKY,KY,37.8806,-84.573,2.102063256,30922,65
Oak Grove,KENTUCKY,KY,36.665,-87.4428,2.627212389,7232,19
Olive Hill,KENTUCKY,KY,38.3001,-83.1741,4.461440408,1569,7
Owensboro,KENTUCKY,KY,37.7742,-87.1133,2.194819556,59686,131
Owingsville,KENTUCKY,KY,38.1448,-83.7641,3.174603175,1575,5
Paducah,KENTUCKY,KY,37.0834,-88.6,3.288814022,24933,82
Paintsville,KENTUCKY,KY,37.8145,-82.8071,2.216202906,4061,9
Park Hills,KENTUCKY,KY,39.0714,-84.5322,2.34741784,2982,7
Pembroke,KENTUCKY,KY,36.7759,-87.3556,1.146788991,872,1
Pikeville,KENTUCKY,KY,37.4793,-82.5188,4.969131155,6641,33
Pioneer Village,KENTUCKY,KY,38.0606,-85.6777,1.715854496,2914,5
Pippa Passes,KENTUCKY,KY,37.3348,-82.874,10.33973412,677,7
Powderly,KENTUCKY,KY,37.237,-87.1592,2.717391304,736,2
Prestonsburg,KENTUCKY,KY,37.6657,-82.7715,5.581668625,3404,19
Princeton,KENTUCKY,KY,37.1092,-87.882,2.633744856,6075,16
Prospect,KENTUCKY,KY,38.3451,-85.6155,1.412429379,4956,7
Providence,KENTUCKY,KY,37.3975,-87.7628,1.002004008,2994,3
Ravenna,KENTUCKY,KY,37.6845,-83.953,1.751313485,571,1
Russell,KENTUCKY,KY,38.5173,-82.6977,4.058694973,3203,13
Russell Springs,KENTUCKY,KY,37.0562,-85.0886,4.250386399,2588,11
Russellville,KENTUCKY,KY,36.8453,-86.8872,3.244920993,7088,23
Science Hill,KENTUCKY,KY,37.177,-84.6358,4.310344828,696,3
Scottsville,KENTUCKY,KY,36.7534,-86.1905,3.573023671,4478,16
Sebree,KENTUCKY,KY,37.607,-87.5286,0.651465798,1535,1
Shively,KENTUCKY,KY,38.2001,-85.8227,2.14159738,15876,34
Simpsonville,KENTUCKY,KY,38.2226,-85.3552,2.786485545,2871,8
Smiths Grove,KENTUCKY,KY,37.0525,-86.2078,1.267427123,789,1
Somerset,KENTUCKY,KY,37.092,-84.6041,3.929101545,11453,45
Southgate,KENTUCKY,KY,39.072,-84.4727,2.047082907,3908,8
Springfield,KENTUCKY,KY,37.6853,-85.2222,5.068102629,3157,16
St. Matthews,KENTUCKY,KY,38.2528,-85.6558,2.413868773,18228,44
Stamping Ground,KENTUCKY,KY,38.2717,-84.6863,1.278772379,782,1
Taylor Mill,KENTUCKY,KY,38.9976,-84.4963,1.474708745,6781,10
Vanceburg,KENTUCKY,KY,38.5992,-83.3188,4.989308624,1403,7
Versailles,KENTUCKY,KY,38.0526,-84.7299,1.393492016,26552,37
Villa Hills,KENTUCKY,KY,39.0634,-84.593,1.877934272,7455,14
Vine Grove,KENTUCKY,KY,37.8101,-85.9814,0.962000962,6237,6
Warsaw,KENTUCKY,KY,38.7834,-84.9016,1.181334908,1693,2
West Buechel,KENTUCKY,KY,38.197,-85.6633,6.993006993,1287,9
West Point,KENTUCKY,KY,37.9995,-85.9436,4.662004662,858,4
Whitesburg,KENTUCKY,KY,37.1184,-82.8268,4.24403183,1885,8
Wilder,KENTUCKY,KY,39.0565,-84.4868,2.933507171,3068,9
Williamsburg,KENTUCKY,KY,36.7434,-84.1597,3.208152482,5299,17
Williamstown,KENTUCKY,KY,38.6381,-84.5605,2.034587996,3932,8
Wilmore,KENTUCKY,KY,37.864,-84.6602,1.404932875,6406,9
Winchester,KENTUCKY,KY,37.9901,-84.1797,1.891380708,18505,35
Worthington,KENTUCKY,KY,38.5489,-82.7245,2.633311389,1519,4
Abbeville,LOUISIANA,LA,29.9747,-92.1343,2.68751527,12279,33
Addis,LOUISIANA,LA,30.3538,-91.2654,2.179836512,5505,12
Alexandria,LOUISIANA,LA,31.3112,-92.4449,3.810491553,47238,180
