State,Abbrev,City,Population,"Violent crime","Murder and nonnegligent manslaughter",Rape1,Robbery,"Aggravated assault","Property crime",Burglary,"Larceny- theft",Arson2,"Motor vehicle theft",Total,Per_1k
UTAH,UT,Clearfield,"31,558",59,0,15,8,36,462,68,341,2,53,1044,33.08194436
UTAH,UT,Clinton,"22,179",13,1,2,2,8,301,17,265,0,19,628,28.31507282
UTAH,UT,Cottonwood Heights,"34,054",43,0,7,12,24,787,103,638,2,46,1662,48.80483937
UTAH,UT,Draper,"48,518",84,0,35,6,43,976,114,729,4,133,2124,43.77756709
UTAH,UT,Enoch,"6,892",31,0,2,0,29,38,8,24,0,6,138,20.02321532
UTAH,UT,Ephraim,"7,302",16,0,7,1,8,90,6,83,0,1,212,29.03314161
UTAH,UT,Farmington,"25,006",15,0,6,1,8,306,38,245,4,23,646,25.83379989
UTAH,UT,Garland,"2,541",5,0,2,1,2,51,14,35,,2,112,44.07713499
UTAH,UT,Grantsville,"11,326",29,0,9,2,18,192,34,142,4,16,446,39.37842133
UTAH,UT,Harrisville,"6,678",7,0,5,1,1,224,21,184,2,19,464,69.4818808
UTAH,UT,Heber,"16,527",26,0,4,2,20,228,17,194,,17,508,30.73758093
UTAH,UT,Helper,"2,075",4,0,0,0,4,47,12,33,0,2,102,49.15662651
UTAH,UT,Hurricane,"17,676",22,0,8,0,14,283,60,201,0,22,610,34.51007015
UTAH,UT,Kanab,"4,729",3,0,0,0,3,32,5,26,0,1,70,14.80228378
UTAH,UT,Kaysville,"32,404",24,0,13,2,9,246,41,190,2,15,542,16.72633008
UTAH,UT,La Verkin4,"4,387",9,0,6,0,3,61,11,42,0,8,140,31.91246866
UTAH,UT,Layton,"78,052",134,1,58,17,58,"1,561",249,"1,238",5,74,3395,43.49664326
UTAH,UT,Lehi,"65,125",59,0,28,1,30,694,97,563,4,34,1510,23.18618042
UTAH,UT,Logan,"51,508",70,1,35,3,31,852,145,675,4,32,1848,35.87792188
UTAH,UT,Lone Peak,"29,969",7,0,6,0,1,151,28,112,,11,316,10.54422904
UTAH,UT,Mapleton,"10,041",1,0,0,0,1,56,11,42,,3,114,11.35345085
UTAH,UT,Moab,"5,274",33,1,7,2,23,175,15,138,2,22,418,79.25673113
UTAH,UT,Monticello,"1,995",0,0,0,0,0,18,3,13,0,2,36,18.04511278
UTAH,UT,Mount Pleasant,"3,440",4,0,2,0,2,49,4,43,0,2,106,30.81395349
UTAH,UT,Murray,"49,675",216,1,56,41,118,"3,027",431,"2,188",4,408,6490,130.6492199
UTAH,UT,Nephi,"6,037",9,0,5,1,3,100,21,72,,7,218,36.11065099
UTAH,UT,North Ogden,"19,771",6,0,3,1,2,232,34,173,0,25,476,24.07566638
UTAH,UT,North Park,"15,713",6,0,3,1,2,169,12,150,,7,350,22.27454974
UTAH,UT,North Salt Lake,"21,190",27,1,8,7,11,405,49,314,1,42,865,40.82114205
UTAH,UT,Ogden,"87,616",417,5,74,81,257,"3,218",500,"2,319",10,399,7280,83.0898466
UTAH,UT,Orem,"99,221",69,1,20,12,36,"1,827",152,"1,576",0,99,3792,38.21771601
UTAH,UT,Park City,"8,491",51,0,2,2,47,225,14,193,0,18,552,65.0100106
UTAH,UT,Parowan,"3,073",14,0,12,0,2,50,7,36,,7,128,41.65310771
UTAH,UT,Payson,"20,079",10,0,3,1,6,318,54,254,,10,656,32.67094975
UTAH,UT,Pleasant Grove,"39,641",29,1,6,0,22,424,62,335,0,27,906,22.85512474
UTAH,UT,Pleasant View,"10,663",11,0,3,1,7,108,21,74,1,13,239,22.4139548
UTAH,UT,Price,"8,201",34,0,4,2,28,486,57,420,0,9,1040,126.8138032
UTAH,UT,Provo,"117,986",207,2,70,22,113,"2,090",209,"1,747",3,134,4597,38.96224976
UTAH,UT,Richfield,"7,777",4,0,2,0,2,247,27,205,,15,502,64.54931207
UTAH,UT,Riverdale,"8,795",23,0,1,6,16,530,38,476,0,16,1106,125.7532689
UTAH,UT,Roosevelt,"6,962",22,0,14,2,6,201,28,150,0,23,446,64.06205113
UTAH,UT,Roy,"38,834",53,0,19,6,28,514,90,369,0,55,1134,29.20121543
UTAH,UT,Salem,"8,496",1,0,0,0,1,69,10,57,,2,140,16.47834275
UTAH,UT,Salina,"2,560",4,0,1,1,2,91,21,59,0,11,190,74.21875
UTAH,UT,Salt Lake City,"202,633","1,480",10,245,414,811,"12,516","1,601","9,422",32,"1,493",28024,138.2992898
UTAH,UT,Sandy,"97,057",159,0,54,21,84,"2,613",405,"1,940",5,268,5549,57.1725893
UTAH,UT,Santa Clara/Ivins,"16,671",9,0,0,0,9,126,28,87,0,11,270,16.19578909
UTAH,UT,Santaquin/Genola,"13,584",4,0,3,0,1,114,21,78,0,15,236,17.37338045
UTAH,UT,Saratoga Springs,"31,786",32,0,14,0,18,226,47,169,0,10,516,16.23356195
UTAH,UT,South Jordan,"74,321",77,1,17,16,43,"1,453",160,"1,165",3,128,3063,41.21311608
UTAH,UT,South Ogden,"17,174",25,1,12,3,9,329,80,226,1,23,709,41.28333527
UTAH,UT,South Salt Lake,"25,160",242,6,50,57,129,"1,796",237,"1,246",2,313,4078,162.0826709
UTAH,UT,Spanish Fork,"40,095",12,0,4,2,6,352,29,294,0,29,728,18.15687742
UTAH,UT,Spring City,"1,053",0,0,0,0,0,20,6,14,0,0,40,37.98670465
UTAH,UT,Springdale,601,1,0,0,0,1,21,4,16,0,1,44,73.21131448
UTAH,UT,Springville,"33,824",23,0,9,3,11,627,52,538,,37,1300,38.43424787
UTAH,UT,St. George,"86,202",196,3,48,19,126,"1,388",228,"1,049",7,111,3175,36.83209206
UTAH,UT,Sunset,"5,304",15,0,3,0,12,83,14,64,1,5,197,37.14177979
UTAH,UT,Syracuse,"30,301",23,0,13,2,8,235,39,180,0,16,516,17.02914095
UTAH,UT,Tooele,"35,065",104,1,35,17,51,"1,143",110,939,6,94,2500,71.29616427
UTAH,UT,Tremonton,"8,764",9,1,3,0,5,151,30,107,,14,320,36.51300776
UTAH,UT,Vernal,"10,484",32,2,8,1,21,261,28,221,0,12,586,55.89469668
UTAH,UT,Washington,"27,705",35,0,16,2,17,477,51,410,0,16,1024,36.96083739
UTAH,UT,West Bountiful,"5,705",18,0,13,1,4,147,10,115,0,22,330,57.84399649
UTAH,UT,West Jordan,"115,392",298,1,39,50,208,"3,036",352,"2,374",3,310,6671,57.81163339
UTAH,UT,West Valley,"137,132",945,8,183,148,606,"4,915",741,"3,353",15,821,11735,85.57448298
UTAH,UT,Willard,"1,872",6,0,0,0,6,35,10,21,0,4,82,43.8034188
UTAH,UT,Woods Cross,"11,600",11,0,1,7,3,176,27,129,2,20,376,32.4137931
VERMONT,VT,Barre,"8,605",72,1,28,3,40,237,24,212,2,1,620,72.05113306
VERMONT,VT,Barre Town,"7,693",8,0,3,2,3,44,8,36,0,0,104,13.51878331
VERMONT,VT,Bellows Falls,"2,993",3,0,0,0,3,56,9,44,0,3,118,39.42532576
VERMONT,VT,Bennington,"14,900",31,0,5,4,22,415,51,351,0,13,892,59.86577181
VERMONT,VT,Berlin,"2,796",4,0,0,1,3,120,6,113,0,1,248,88.6981402
VERMONT,VT,Bradford,"2,697",0,0,0,0,0,22,7,14,0,1,44,16.31442343
VERMONT,VT,Brandon,"3,766",9,0,1,0,8,41,7,34,0,0,100,26.55337228
VERMONT,VT,Brattleboro,"11,410",40,0,2,9,29,457,67,368,2,22,996,87.29184926
VERMONT,VT,Bristol,"3,891",4,0,0,1,3,17,4,10,0,3,42,10.79414032
VERMONT,VT,Burlington,"42,212",115,1,22,10,82,837,120,704,3,13,1907,45.176727
VERMONT,VT,Castleton,"4,595",0,0,0,0,0,0,0,0,0,0,0,0
VERMONT,VT,Chester,"3,006",3,0,1,0,2,28,8,19,0,1,62,20.62541583
VERMONT,VT,Colchester,"17,313",16,0,6,1,9,196,21,175,1,0,425,24.54802749
VERMONT,VT,Dover,"1,057",5,0,1,0,4,52,6,46,0,0,114,107.8524125
VERMONT,VT,Essex,"21,803",13,0,0,3,10,297,59,227,2,11,622,28.52818419
VERMONT,VT,Hardwick,"2,849",7,0,2,1,4,33,6,27,0,0,80,28.08002808
VERMONT,VT,Hartford,"9,567",25,0,12,0,13,127,25,92,0,10,304,31.77589631
VERMONT,VT,Hinesburg,"4,577",3,0,1,0,2,18,2,14,0,2,42,9.176316364
VERMONT,VT,Ludlow,"1,870",3,0,1,0,2,12,1,11,0,0,30,16.04278075
VERMONT,VT,Lyndonville,"1,157",4,0,0,1,3,23,1,22,0,0,54,46.67242869
VERMONT,VT,Manchester,"4,230",5,0,0,0,5,46,8,38,1,0,103,24.3498818
VERMONT,VT,Middlebury,"8,613",5,0,1,0,4,96,11,82,0,3,202,23.45292
VERMONT,VT,Milton,"11,024",16,0,8,1,7,104,20,84,0,0,240,21.77068215
VERMONT,VT,Montpelier,"7,434",7,0,4,1,2,161,28,132,1,1,337,45.3322572
VERMONT,VT,Morristown,"5,450",6,0,3,1,2,73,5,68,0,0,158,28.99082569
VERMONT,VT,Newport,"4,248",22,0,5,1,16,104,13,88,1,3,253,59.55743879
VERMONT,VT,Northfield,"6,006",16,0,4,2,10,46,8,35,0,3,124,20.64602065
VERMONT,VT,Norwich,"3,304",2,0,1,0,1,13,5,7,0,1,30,9.079903148
VERMONT,VT,Pittsford,"2,806",1,0,0,0,1,6,2,4,0,0,14,4.989308624
VERMONT,VT,Royalton,"2,835",0,0,0,0,0,9,1,7,0,1,18,6.349206349
VERMONT,VT,Rutland,"15,300",60,0,3,5,52,383,56,312,2,15,888,58.03921569
VERMONT,VT,Rutland Town,"4,078",5,0,3,0,2,48,4,44,0,0,106,25.99313389
VERMONT,VT,Shelburne,"7,817",3,0,1,0,2,48,8,36,0,4,102,13.04848407
VERMONT,VT,South Burlington,"19,318",32,1,17,1,13,572,51,520,1,1,1209,62.58411844
VERMONT,VT,Springfield,"8,864",16,0,5,2,9,185,42,142,1,1,403,45.46480144
VERMONT,VT,St. Albans,"6,777",39,0,6,0,33,431,36,393,1,2,941,138.8519994
VERMONT,VT,St. Johnsbury,"7,158",15,0,3,0,12,98,12,85,1,1,227,31.71276893
VERMONT,VT,Stowe,"4,495",3,0,2,0,1,51,4,47,0,0,108,24.02669633
VERMONT,VT,Swanton,"6,560",8,0,0,0,8,55,12,40,0,3,126,19.20731707
VERMONT,VT,Thetford,"2,557",0,0,0,0,0,5,0,5,0,0,10,3.910833007
VERMONT,VT,Vergennes,"2,547",2,0,1,0,1,37,2,34,0,1,78,30.62426384
VERMONT,VT,Weathersfield,"2,745",4,0,1,0,3,15,4,11,0,0,38,13.84335155
VERMONT,VT,Williston,"9,778",7,0,2,0,5,193,17,174,0,2,400,40.90816118
VERMONT,VT,Wilmington,"1,796",2,0,2,0,0,11,2,7,0,2,26,14.4766147
VERMONT,VT,Windsor,"3,377",8,0,0,0,8,34,5,26,0,3,84,24.87414865
VERMONT,VT,Winhall,730,1,0,0,0,1,9,0,9,0,0,20,27.39726027
VERMONT,VT,Winooski,"7,233",28,0,5,2,21,121,26,95,2,0,300,41.47656574
VERMONT,VT,Woodstock,"2,917",3,0,1,0,2,23,2,20,0,1,52,17.82653411
VIRGINIA,VA,Abingdon,"7,949",6,0,2,2,2,129,7,112,0,10,270,33.96653667
VIRGINIA,VA,Alexandria,"162,588",260,4,24,78,154,"2,482",128,"1,967",5,387,5489,33.7601791
VIRGINIA,VA,Altavista,"3,417",7,0,1,1,5,86,5,77,0,4,186,54.43371378
VIRGINIA,VA,Amherst,"2,194",4,0,0,0,4,8,1,7,0,0,24,10.93892434
VIRGINIA,VA,Appalachia,"1,568",2,0,0,0,2,18,10,5,3,3,43,27.42346939
VIRGINIA,VA,Ashland,"7,876",37,1,3,6,27,199,13,177,0,9,472,59.92889792
VIRGINIA,VA,Bedford,"6,532",20,0,9,1,10,199,14,178,2,7,440,67.36068585
VIRGINIA,VA,Berryville,"4,361",1,0,0,0,1,36,4,32,1,0,75,17.19789039
VIRGINIA,VA,Big Stone Gap,"5,215",3,0,2,0,1,110,12,94,3,4,229,43.91179291
VIRGINIA,VA,Blacksburg,"44,853",41,0,20,4,17,322,28,285,0,9,726,16.18620828
VIRGINIA,VA,Blackstone,"3,367",14,0,4,3,7,83,16,64,0,3,194,57.61805762
VIRGINIA,VA,Bluefield,"4,624",6,1,3,1,1,218,16,198,0,4,448,96.88581315
VIRGINIA,VA,Bridgewater,"6,125",3,0,1,0,2,25,2,23,0,0,56,9.142857143
VIRGINIA,VA,Bristol,"16,613",42,2,9,3,28,513,68,395,2,50,1112,66.93553241
VIRGINIA,VA,Broadway,"3,908",1,0,0,1,0,9,2,6,0,1,20,5.117707267
VIRGINIA,VA,Buena Vista,"6,272",5,0,1,0,4,54,10,39,0,5,118,18.81377551
VIRGINIA,VA,Burkeville,402,0,0,0,0,0,10,0,10,0,0,20,49.75124378
VIRGINIA,VA,Cape Charles,"1,009",1,0,0,0,1,4,0,3,0,1,10,9.910802775
VIRGINIA,VA,Cedar Bluff,"1,011",1,0,1,0,0,5,1,4,1,0,13,12.85855589
VIRGINIA,VA,Charlottesville,"48,585",174,1,36,30,107,"1,161",116,961,0,84,2670,54.9552331
VIRGINIA,VA,Chase City,"2,219",4,1,0,0,3,46,12,29,0,5,100,45.06534475
VIRGINIA,VA,Chatham,"1,434",0,0,0,0,0,4,0,4,0,0,8,5.578800558
VIRGINIA,VA,Chesapeake,"242,310",979,7,99,143,730,"5,191",596,"4,285",11,310,12351,50.97189551
VIRGINIA,VA,Chilhowie,"1,718",1,0,1,0,0,17,3,13,0,1,36,20.95459837
VIRGINIA,VA,Chincoteague,"2,881",11,0,2,2,7,73,8,64,0,1,168,58.31308573
VIRGINIA,VA,Christiansburg,"22,444",43,0,15,2,26,532,34,485,1,13,1151,51.28319373
VIRGINIA,VA,Clarksville,"1,175",0,0,0,0,0,12,1,11,0,0,24,20.42553191
VIRGINIA,VA,Clifton Forge,"3,524",7,0,0,0,7,48,6,35,0,7,110,31.21452894
VIRGINIA,VA,Clintwood,"1,311",2,0,0,0,2,15,2,13,0,0,34,25.93440122
VIRGINIA,VA,Coeburn,"1,881",9,0,2,0,7,38,5,32,0,1,94,49.97341839
VIRGINIA,VA,Colonial Heights,"17,857",50,0,17,8,25,676,29,620,2,27,1454,81.4246514
VIRGINIA,VA,Covington,"5,462",4,0,1,0,3,107,10,93,2,4,224,41.01061882
VIRGINIA,VA,Crewe,"2,151",8,0,0,2,6,52,5,36,1,11,121,56.25290563
VIRGINIA,VA,Culpeper,"18,671",31,0,6,9,16,296,17,266,0,13,654,35.02758288
VIRGINIA,VA,Damascus,788,0,0,0,0,0,16,3,13,0,0,32,40.60913706
VIRGINIA,VA,Danville,"40,781",216,11,26,61,118,"1,632",222,"1,326",14,84,3710,90.97373777
VIRGINIA,VA,Dayton,"1,615",3,0,0,0,3,6,0,6,0,0,18,11.14551084
VIRGINIA,VA,Dublin,"2,667",3,0,2,0,1,23,4,19,0,0,52,19.4975628
VIRGINIA,VA,Dumfries,"5,265",9,0,0,5,4,74,14,45,0,15,166,31.52896486
VIRGINIA,VA,Elkton,"2,860",2,0,0,0,2,29,5,21,0,3,62,21.67832168
VIRGINIA,VA,Emporia,"5,184",26,0,2,8,16,192,14,176,0,2,436,84.10493827
VIRGINIA,VA,Exmore,"1,386",1,0,0,0,1,24,5,18,0,1,50,36.07503608
VIRGINIA,VA,Fairfax City,"24,259",24,0,5,13,6,405,13,366,1,26,859,35.40953873
VIRGINIA,VA,Falls Church,"14,884",12,0,1,3,8,176,15,148,1,13,377,25.32921258
VIRGINIA,VA,Farmville,"7,778",10,1,3,0,6,162,16,135,0,11,344,44.22730779
VIRGINIA,VA,Franklin,"8,100",25,1,6,7,11,348,38,290,2,20,748,92.34567901
VIRGINIA,VA,Fredericksburg,"28,919",108,2,13,16,77,999,58,905,4,36,2218,76.69698122
VIRGINIA,VA,Front Royal,"15,356",33,0,16,6,11,279,25,239,1,15,625,40.70070331
VIRGINIA,VA,Galax,"6,559",27,0,5,3,19,292,20,259,1,13,639,97.42338771
VIRGINIA,VA,Gate City,"1,888",0,0,0,0,0,41,3,33,0,5,82,43.43220339
VIRGINIA,VA,Glade Spring,"1,424",0,0,0,0,0,2,0,2,0,0,4,2.808988764
VIRGINIA,VA,Glasgow,"1,106",0,0,0,0,0,2,0,2,0,0,4,3.616636528
VIRGINIA,VA,Gordonsville,"1,606",3,0,0,2,1,16,2,14,0,0,38,23.66127024
VIRGINIA,VA,Gretna,"1,205",0,0,0,0,0,3,0,3,0,0,6,4.979253112
VIRGINIA,VA,Grottoes,"2,813",1,0,0,0,1,29,1,27,0,1,60,21.32954141
VIRGINIA,VA,Grundy,917,1,0,0,0,1,36,0,35,0,1,74,80.69792803
VIRGINIA,VA,Halifax,"1,219",1,0,0,0,1,14,2,11,0,1,30,24.61033634
VIRGINIA,VA,Hampton6,"133,965",316,16,24,120,156,,491,,21,231,1375,10.26387489
VIRGINIA,VA,Harrisonburg,"54,869",110,4,17,12,77,834,98,711,3,25,1891,34.46390494
VIRGINIA,VA,Haymarket,"1,744",5,0,1,0,4,11,0,9,0,2,32,18.34862385
VIRGINIA,VA,Haysi,480,0,0,0,0,0,7,1,6,0,0,14,29.16666667
VIRGINIA,VA,Herndon,"24,697",32,1,10,18,3,259,28,226,0,5,582,23.56561526
VIRGINIA,VA,Hillsville,"2,644",3,0,2,0,1,63,10,50,0,3,132,49.92435703
VIRGINIA,VA,Hopewell,"22,562",99,6,7,25,61,553,119,403,2,31,1306,57.88493928
VIRGINIA,VA,Hurt,"1,235",0,0,0,0,0,14,1,11,0,2,28,22.67206478
VIRGINIA,VA,Independence,895,1,0,0,0,1,9,1,6,0,2,20,22.34636872
VIRGINIA,VA,Jonesville,938,1,0,1,0,0,5,0,5,0,0,12,12.79317697
VIRGINIA,VA,Kenbridge,"1,198",0,0,0,0,0,0,0,0,0,0,0,0
VIRGINIA,VA,Kilmarnock,"1,407",1,0,0,0,1,25,7,18,0,0,52,36.95806681
VIRGINIA,VA,La Crosse,574,2,0,0,2,0,5,4,1,0,0,14,24.3902439
VIRGINIA,VA,Lawrenceville,"1,004",2,0,0,1,1,4,1,3,0,0,12,11.95219124
VIRGINIA,VA,Lebanon,"3,184",8,0,6,1,1,154,30,120,0,4,324,101.758794
VIRGINIA,VA,Leesburg,"56,030",100,0,18,16,66,626,24,571,0,31,1452,25.91468856
VIRGINIA,VA,Lexington,"7,098",3,0,0,1,2,36,2,33,0,1,78,10.98901099
VIRGINIA,VA,Louisa,"1,678",2,0,0,0,2,53,2,51,0,0,110,65.55423123
VIRGINIA,VA,Luray,"4,806",7,0,2,1,4,137,14,112,1,11,289,60.13316687
VIRGINIA,VA,Lynchburg,"81,603",275,8,33,41,193,"1,627",181,"1,278",11,168,3815,46.7507322
VIRGINIA,VA,Manassas,"41,888",105,1,23,16,65,636,72,525,4,39,1486,35.47555386
VIRGINIA,VA,Manassas Park,"16,882",25,0,9,6,10,111,10,90,0,11,272,16.11183509
VIRGINIA,VA,Marion,"5,615",29,0,2,5,22,183,27,147,1,9,425,75.69011576
VIRGINIA,VA,Martinsville,"13,025",54,2,3,8,41,471,72,366,0,33,1050,80.61420345
VIRGINIA,VA,Middleburg,879,0,0,0,0,0,9,0,9,0,0,18,20.4778157
VIRGINIA,VA,Middletown,"1,365",1,0,1,0,0,15,3,12,0,0,32,23.44322344
VIRGINIA,VA,Mount Jackson,"2,100",1,0,0,0,1,50,3,44,0,3,102,48.57142857
VIRGINIA,VA,Narrows,"1,950",1,0,0,0,1,7,1,6,0,0,16,8.205128205
VIRGINIA,VA,New Market,"2,245",3,0,0,1,2,8,1,6,1,1,23,10.24498886
VIRGINIA,VA,Newport News,"178,734",942,24,89,187,642,"5,148",693,"3,961",31,494,12211,68.31940202
VIRGINIA,VA,Norfolk,"244,347","1,134",36,117,321,660,"8,463",703,"6,972",14,788,19208,78.60951843
VIRGINIA,VA,Norton,"3,914",9,0,3,1,5,138,6,127,0,5,294,75.1149719
VIRGINIA,VA,Occoquan,"1,097",0,0,0,0,0,2,0,2,0,0,4,3.646308113
VIRGINIA,VA,Onancock,"1,218",3,0,0,2,1,31,4,26,0,1,68,55.82922824
VIRGINIA,VA,Onley,502,0,0,0,0,0,20,3,15,0,2,40,79.6812749
VIRGINIA,VA,Orange,"5,016",9,0,2,0,7,49,9,36,0,4,116,23.12599681
VIRGINIA,VA,Parksley,817,1,0,0,0,1,6,0,4,0,2,14,17.13586291
VIRGINIA,VA,Pearisburg,"2,643",3,0,2,0,1,49,5,38,0,6,104,39.34922437
VIRGINIA,VA,Pennington Gap,"1,732",3,1,1,0,1,47,2,44,1,1,101,58.31408776
VIRGINIA,VA,Petersburg,"31,568",224,14,13,53,144,916,141,681,7,94,2287,72.44678155
VIRGINIA,VA,Pocahontas,357,0,0,0,0,0,0,0,0,0,0,0,0
VIRGINIA,VA,Poquoson,"12,011",19,0,6,1,12,101,18,80,1,3,241,20.06494047
VIRGINIA,VA,Portsmouth,"94,218",749,20,44,203,482,"4,977",958,"3,651",11,368,11463,121.6646501
VIRGINIA,VA,Pound,939,3,0,1,0,2,3,0,3,0,0,12,12.77955272
VIRGINIA,VA,Pulaski,"8,720",27,1,11,8,7,258,32,213,1,13,571,65.48165138
VIRGINIA,VA,Purcellville,"10,090",13,0,3,1,9,46,2,38,0,6,118,11.69474727
VIRGINIA,VA,Radford,"17,797",52,0,20,4,28,237,38,192,2,7,580,32.58976232
VIRGINIA,VA,Rich Creek,744,2,0,2,0,0,16,2,13,0,1,36,48.38709677
VIRGINIA,VA,Richlands,"5,256",16,0,3,0,13,136,29,99,2,8,306,58.21917808
VIRGINIA,VA,Richmond,"229,927","1,190",52,77,428,633,"8,807","1,121","6,518",50,"1,168",20044,87.17549483
VIRGINIA,VA,Roanoke,"100,042",427,12,48,103,264,"4,434",488,"3,579",26,367,9748,97.43907559
VIRGINIA,VA,Rocky Mount,"4,762",12,0,1,4,7,143,4,137,0,2,310,65.09869803
VIRGINIA,VA,Rural Retreat,"1,459",0,0,0,0,0,15,1,14,0,0,30,20.56202879
VIRGINIA,VA,Salem,"25,942",24,1,8,8,7,503,29,438,2,36,1056,40.70619073
VIRGINIA,VA,Saltville,"1,927",1,0,1,0,0,11,3,8,0,0,24,12.45459263
VIRGINIA,VA,Shenandoah,"2,316",2,0,0,1,1,22,1,19,0,2,48,20.7253886
VIRGINIA,VA,Smithfield,"8,392",7,0,0,0,7,127,14,98,2,15,270,32.17349857
VIRGINIA,VA,South Boston,"7,721",28,0,2,8,18,335,40,291,1,4,727,94.15878772
VIRGINIA,VA,South Hill,"4,345",12,0,2,3,7,121,9,105,0,7,266,61.21979287
VIRGINIA,VA,Stanley,"1,651",1,0,0,0,1,19,4,15,0,0,40,24.22774076
VIRGINIA,VA,Staunton,"24,584",46,1,7,11,27,608,63,523,3,22,1311,53.32736739
VIRGINIA,VA,Stephens City,"2,024",1,0,0,0,1,49,2,46,0,1,100,49.40711462
VIRGINIA,VA,St. Paul,877,1,0,1,0,0,16,1,12,0,3,34,38.76852908
VIRGINIA,VA,Strasburg,"6,643",15,0,2,1,12,82,14,64,1,4,195,29.35420744
VIRGINIA,VA,Suffolk,"90,817",251,2,30,69,150,"2,340",296,"1,892",10,152,5192,57.16991312
VIRGINIA,VA,Tappahannock,"2,417",17,0,1,0,16,46,7,37,0,2,126,52.13074059
VIRGINIA,VA,Tazewell,"4,185",6,0,1,0,5,35,10,21,0,4,82,19.59378734
VIRGINIA,VA,Timberville,"2,662",2,0,0,1,1,22,1,19,0,2,48,18.03155522
VIRGINIA,VA,Victoria,"1,631",1,0,0,0,1,30,4,25,0,1,62,38.01348866
VIRGINIA,VA,Vienna,"16,660",8,0,2,2,4,149,15,125,0,9,314,18.84753902
VIRGINIA,VA,Vinton,"8,077",9,0,0,0,9,180,15,146,0,19,378,46.79955429
VIRGINIA,VA,Virginia Beach,"451,001",528,7,81,174,266,"7,772",584,"6,611",39,577,16639,36.89348804
VIRGINIA,VA,Warrenton,"9,912",12,0,4,2,6,215,8,204,1,3,455,45.9039548
VIRGINIA,VA,Warsaw,"1,484",0,0,0,0,0,13,2,11,0,0,26,17.52021563
VIRGINIA,VA,Waverly,"1,976",9,0,1,0,8,32,8,22,1,2,83,42.00404858
VIRGINIA,VA,Waynesboro,"22,470",50,1,10,12,27,477,53,382,0,42,1054,46.90698709
VIRGINIA,VA,Weber City,"1,224",2,0,0,0,2,15,1,12,0,2,34,27.77777778
VIRGINIA,VA,West Point,"3,311",3,0,0,0,3,28,1,26,0,1,62,18.72546059
VIRGINIA,VA,White Stone,332,0,0,0,0,0,2,0,2,0,0,4,12.04819277
VIRGINIA,VA,Williamsburg,"15,191",20,0,3,7,10,193,5,180,0,8,426,28.04292015
VIRGINIA,VA,Winchester,"28,128",93,0,38,15,40,692,86,567,2,39,1572,55.88737201
VIRGINIA,VA,Windsor,"2,731",4,0,0,0,4,15,3,12,0,0,38,13.9143171
VIRGINIA,VA,Wise,"2,965",1,0,0,0,1,36,10,23,1,3,75,25.29510961
VIRGINIA,VA,Woodstock,"5,232",9,0,0,1,8,97,4,91,0,2,212,40.51987768
VIRGINIA,VA,Wytheville,"7,969",5,0,1,1,3,194,12,168,0,14,398,49.94353118
WASHINGTON,WA,Aberdeen,"16,404",85,0,15,16,54,834,159,614,3,61,1841,112.2287247
WASHINGTON,WA,Airway Heights,"9,085",33,0,8,4,21,480,72,347,2,61,1028,113.1535498
WASHINGTON,WA,Algona,"3,207",2,0,0,1,1,31,11,18,0,2,66,20.57998129
WASHINGTON,WA,Anacortes,"17,130",30,0,8,3,19,380,64,308,1,8,821,47.92761238
WASHINGTON,WA,Arlington,"19,394",60,0,15,8,37,662,118,473,1,71,1445,74.50757966
WASHINGTON,WA,Auburn,"82,381",360,1,59,120,180,"3,334",605,"2,116",21,613,7409,89.93578616
WASHINGTON,WA,Bainbridge Island,"24,739",25,1,10,2,12,242,48,188,2,6,536,21.66619508
WASHINGTON,WA,Battle Ground,"21,002",32,2,9,4,17,404,56,314,3,34,875,41.66269879
WASHINGTON,WA,Bellevue,"146,913",194,0,27,82,85,"4,294",519,"3,395",16,380,8992,61.20629216
WASHINGTON,WA,Bellingham,"90,208",204,0,34,53,117,"3,346",459,"2,722",5,165,7105,78.76241575
WASHINGTON,WA,Black Diamond,"4,476",0,0,0,0,0,16,3,12,0,1,32,7.149240393
WASHINGTON,WA,Bonney Lake,"21,192",33,0,10,2,21,451,77,330,3,44,971,45.81917705
WASHINGTON,WA,Bothell,"46,387",65,0,17,19,29,"1,017",165,774,6,78,2170,46.78034794
WASHINGTON,WA,Brier,"6,975",3,0,0,0,3,47,9,34,1,4,101,14.48028674
WASHINGTON,WA,Buckley,"5,402",6,0,2,1,3,66,21,36,2,9,146,27.02702703
WASHINGTON,WA,"Burien4,8","52,189",,4,,66,113,"1,900",332,"1,005",17,563,4000,76.64450363
WASHINGTON,WA,Burlington,"8,839",17,0,4,5,8,705,82,584,0,39,1444,163.3668967
WASHINGTON,WA,Camas,"23,865",19,1,10,2,6,219,35,169,1,15,477,19.98742929
WASHINGTON,WA,"Carnation4,8","2,224",,0,,0,0,17,1,12,2,4,36,16.18705036
WASHINGTON,WA,Castle Rock,"2,251",3,0,1,0,2,70,10,51,0,9,146,64.86006219
WASHINGTON,WA,Centralia,"17,299",88,0,19,23,46,794,145,590,1,59,1765,102.029019
WASHINGTON,WA,Chehalis,"7,573",17,0,1,2,14,454,68,365,0,21,942,124.3892777
WASHINGTON,WA,Cheney,"12,715",43,0,18,0,25,203,55,135,0,13,492,38.69445537
WASHINGTON,WA,Chewelah,"2,643",5,0,0,0,5,33,5,26,0,2,76,28.75520242
