,State,Code,Name,County,Violent,Murder,Rape,Robbery,Aggravated_Assault,Property,Burglary,Larceny,MotorVehicle,Arson,Total,pop_est,normalized
617,WISCONSIN,WI,Eau Claire5,Eau Claire County,30,1,14,3,12,223,65,147,11,0,506,104646,4.835349655
618,GEORGIA,GA,Echols5,Echols County,1,0,0,0,1,43,15,26,2,0,88,4006,21.96704943
619,TEXAS,TX,Ector,Ector County,109,4,6,22,77,"1,554",271,"1,020",263,1,3327,166223,20.01528068
620,NEW MEXICO,NM,Eddy,Eddy County,80,0,10,0,70,287,79,140,68,,734,58460,12.55559357
621,NORTH DAKOTA,ND,Eddy,Eddy County,1,0,0,0,1,21,0,17,4,0,44,2287,19.23917796
622,ILLINOIS,IL,Edgar,Edgar County,11,0,5,0,6,52,28,20,4,1,127,17161,7.400501136
623,KENTUCKY,KY,Edmonson,Edmonson County,5,0,1,1,3,28,7,13,8,1,67,12150,5.514403292
624,SOUTH DAKOTA,SD,Edmunds,Edmunds County,1,0,0,0,1,0,0,0,0,0,2,3829,0.52232959
625,TEXAS,TX,Edwards,Edwards County,3,0,1,0,2,21,11,10,0,0,48,1932,24.8447205
626,KANSAS,KS,Edwards,Edwards County,3,0,0,0,3,22,9,12,1,0,50,2798,17.86990708
627,ILLINOIS,IL,Effingham,Effingham County,14,0,1,2,11,108,16,81,11,1,245,34008,7.20418725
628,GEORGIA,GA,Effingham,Effingham County,40,0,3,2,35,351,157,140,54,0,782,64296,12.16249844
629,CALIFORNIA,CA,El Dorado,El Dorado County,239,2,55,27,155,"1,991",526,"1,432",33,5,4465,192843,23.15354978
631,TEXAS,TX,El Paso,El Paso County,243,8,44,10,181,668,141,470,57,3,1825,839238,2.174591713
630,COLORADO,CO,El Paso,El Paso County,588,10,147,41,390,"2,368",431,"1,590",347,25,5937,720403,8.241220539
632,GEORGIA,GA,Elbert,Elbert County,19,0,5,3,11,266,68,187,11,0,570,19194,29.69678024
633,COLORADO,CO,Elbert,Elbert County,19,0,1,0,18,3,0,1,2,0,44,26729,1.646152119
634,PENNSYLVANIA,PA,Elk,Elk County,0,0,0,0,0,0,0,0,0,0,0,29910,0
635,NEVADA,NV,Elko,Elko County,55,2,9,0,44,175,35,112,28,3,463,52778,8.772594642
636,TEXAS,TX,Ellis,Ellis County,118,0,27,5,86,412,92,280,40,0,1060,184826,5.735123846
637,OKLAHOMA,OK,Ellis,Ellis County,2,0,0,0,2,38,11,26,1,1,81,3859,20.98989375
638,KANSAS,KS,Ellis,Ellis County,10,0,2,0,8,48,15,31,2,2,118,28553,4.132665569
639,KANSAS,KS,Ellsworth,Ellsworth County,6,0,3,0,3,34,9,22,3,1,81,6102,13.27433628
641,ALABAMA,AL,Elmore,Elmore County,68,4,30,12,22,669,178,427,64,0,1474,81209,18.15069758
640,IDAHO,ID,Elmore,Elmore County,27,0,4,0,23,59,19,35,5,2,174,27511,6.32474283
642,GEORGIA,GA,Emanuel,Emanuel County,1,1,0,0,0,216,48,145,23,0,434,22646,19.16453237
643,MICHIGAN,MI,Emmet,Emmet County,47,0,12,1,34,107,12,90,5,1,309,33415,9.247344007
644,NORTH DAKOTA,ND,Emmons,Emmons County,1,0,1,0,0,38,10,27,1,0,78,3241,24.0666461
645,TEXAS,TX,Erath,Erath County,34,1,2,0,31,123,66,47,10,2,316,42698,7.400815026
646,PENNSYLVANIA,PA,Erie,Erie County,10,0,1,0,9,2,0,2,0,0,24,269728,0.088978527
647,OHIO,OH,Erie,Erie County,5,0,0,0,5,202,45,151,6,0,414,74266,5.574556325
648,NEW YORK,NY,Erie,Erie County,45,0,0,9,36,576,79,475,22,1,1243,918702,1.352995857
649,FLORIDA,FL,Escambia,Escambia County,"1,419",11,187,237,984,"7,580","1,502","5,508",570,6,18004,318316,56.56014778
650,NEVADA,NV,Esmeralda,Esmeralda County,1,0,0,0,1,11,2,7,2,0,24,873,27.49140893
651,VIRGINIA,VA,Essex,Essex County,22,0,4,1,17,47,13,27,7,1,139,10953,12.69058705
652,NEW JERSEY,NJ,Essex,Essex County,107,0,4,29,74,111,20,84,7,0,436,798975,0.545699177
653,VERMONT,VT,Essex,Essex County,2,0,2,0,0,14,5,8,1,0,32,6163,5.192276489
654,NEW YORK,NY,Essex,Essex County,1,0,0,0,1,3,0,2,1,0,8,36885,0.216890335
655,ALABAMA,AL,Etowah,Etowah County,99,2,32,1,64,444,152,233,59,0,1086,102268,10.61915751
656,NEVADA,NV,Eureka,Eureka County,5,0,1,0,4,50,17,31,2,0,110,2029,54.21389847
657,LOUISIANA,LA,Evangeline,Evangeline County,34,1,4,2,27,305,71,202,32,0,678,33395,20.30244049
658,GEORGIA,GA,Evans,Evans County,8,0,0,0,8,33,8,15,10,0,82,10654,7.69663976
659,VIRGINIA,VA,Fairfax,Fairfax County,911,14,174,351,372,"13,165",752,"11,601",812,24,28176,1147532,24.55356365
660,OHIO,OH,Fairfield,Fairfield County,46,0,13,6,27,"1,071",149,881,41,3,2237,157574,14.1965045
661,SOUTH CAROLINA,SC,Fairfield,Fairfield County,130,0,7,8,115,455,129,279,47,5,1175,22347,52.57976462
662,MONTANA,MT,Fallon,Fallon County,0,0,0,0,0,5,0,4,1,0,10,2846,3.513703443
663,TEXAS,TX,Falls,Falls County,17,1,4,0,12,53,14,33,6,0,140,17297,8.093889114
664,TEXAS,TX,Fannin,Fannin County,35,0,10,1,24,172,94,63,15,0,414,35514,11.65737456
665,GEORGIA,GA,Fannin,Fannin County,23,1,4,2,16,204,56,125,23,5,459,26188,17.52711165
666,MINNESOTA,MN,Faribault5,Faribault County,16,0,0,0,16,79,46,22,11,0,190,13653,13.91635538
667,ARKANSAS,AR,Faulkner,Faulkner County,81,2,10,3,66,794,202,492,100,12,1762,126007,13.98335013
668,VIRGINIA,VA,Fauquier,Fauquier County,52,4,19,4,25,272,35,227,10,6,654,71222,9.182555952
669,KENTUCKY,KY,Fayette,Fayette County,0,0,0,0,0,0,0,0,0,0,0,323152,0
670,ILLINOIS,IL,Fayette,Fayette County,5,0,1,1,3,89,22,57,10,0,188,21336,8.811398575
671,OHIO,OH,Fayette,Fayette County,39,2,11,7,19,388,117,252,19,2,856,28525,30.00876424
672,GEORGIA,GA,Fayette,Fayette County,37,0,9,5,23,503,88,379,36,3,1083,114421,9.465045752
673,TEXAS,TX,Fayette,Fayette County,19,0,3,2,14,111,35,73,3,0,260,25346,10.25802888
674,TENNESSEE,TN,Fayette,Fayette County,59,1,2,9,47,251,62,145,44,1,621,41133,15.09736708
675,ALABAMA,AL,Fayette,Fayette County,2,0,1,0,1,72,32,27,13,0,148,16302,9.078640658
676,WEST VIRGINIA,WV,Fayette,Fayette County,64,0,8,2,54,176,57,99,20,4,484,42406,11.41347922
677,TENNESSEE,TN,Fentress,Fentress County,29,0,1,3,25,200,61,120,19,0,458,18523,24.7260163
678,MONTANA,MT,Fergus,Fergus County,11,0,4,0,7,52,9,34,9,0,126,11050,11.40271493
679,WASHINGTON,WA,Ferry,Ferry County,7,0,3,0,4,27,7,16,4,1,69,7627,9.046807395
680,MINNESOTA,MN,Fillmore,Fillmore County,10,0,2,0,8,46,6,37,3,1,113,21067,5.36383918
681,KANSAS,KS,Finney,Finney County,33,1,7,2,23,150,49,94,7,0,366,36467,10.03647133
682,FLORIDA,FL,Flagler,Flagler County,195,3,28,9,155,"1,244",164,"1,021",59,2,2880,115081,25.02585136
683,MONTANA,MT,Flathead,Flathead County,190,2,26,0,162,893,134,632,127,7,2173,103806,20.93327939
684,KENTUCKY,KY,Fleming,Fleming County,2,0,0,0,2,19,2,12,5,0,42,14581,2.880460874
686,WISCONSIN,WI,Florence,Florence County,8,0,0,0,8,45,14,29,2,0,106,4295,24.6798603
685,SOUTH CAROLINA,SC,Florence,Florence County,527,16,70,65,376,"2,270",549,"1,518",203,15,5609,138293,40.55881353
687,TEXAS,TX,Floyd,Floyd County,23,0,5,1,17,36,11,23,2,0,118,5712,20.65826331
688,INDIANA,IN,Floyd,Floyd County,13,0,0,1,12,295,38,227,30,,616,78522,7.844935177
689,VIRGINIA,VA,Floyd,Floyd County,17,0,4,1,12,106,30,66,10,1,247,15749,15.68353546
690,KENTUCKY,KY,Floyd,Floyd County,4,0,0,0,4,47,17,22,8,0,102,35589,2.866054118
691,VIRGINIA,VA,Fluvanna,Fluvanna County,19,0,9,1,9,141,22,107,12,3,323,27270,11.84451779
692,TEXAS,TX,Foard,Foard County,0,0,0,0,0,0,0,0,0,0,0,1155,0
693,WISCONSIN,WI,Fond du Lac,Fond du Lac County,22,0,8,1,13,155,40,101,14,0,354,103403,3.423498351
694,ILLINOIS,IL,Ford,Ford County,13,1,1,0,11,39,15,24,0,2,106,12961,8.178381298
695,KANSAS,KS,Ford,Ford County,13,0,0,0,13,65,27,28,10,0,156,33619,4.640233201
696,WISCONSIN,WI,Forest,Forest County,21,0,9,1,11,96,18,68,10,0,234,9004,25.98844958
697,GEORGIA,GA,Forsyth,Forsyth County,106,1,25,9,71,"1,840",266,"1,494",80,1,3893,244252,15.938457
698,TEXAS,TX,Fort Bend5,Fort Bend County,836,6,126,145,559,"3,969",595,"3,166",208,20,9630,811688,11.86416456
699,NORTH DAKOTA,ND,Foster,Foster County,0,0,0,0,0,9,3,5,1,0,18,3210,5.607476636
715,NEW YORK,NY,Franklin,Franklin County,0,0,0,0,0,0,0,0,0,0,0,50022,0
713,MAINE,ME,Franklin,Franklin County,10,0,6,0,4,38,15,20,3,0,96,30199,3.178913209
712,VIRGINIA,VA,Franklin,Franklin County,64,2,22,1,39,536,127,347,62,4,1204,56042,21.48388708
711,WASHINGTON,WA,Franklin,Franklin County,40,0,5,5,30,100,24,59,17,4,284,95222,2.982504043
710,MISSOURI,MO,Franklin5,Franklin County,61,1,6,1,53,439,169,219,51,1,1001,103967,9.628055056
709,TEXAS,TX,Franklin,Franklin County,17,1,0,1,15,51,21,26,4,0,136,10725,12.68065268
708,KENTUCKY,KY,Franklin,Franklin County,30,1,8,5,16,260,81,149,30,0,580,50991,11.37455629
714,NEBRASKA,NE,Franklin,Franklin County,0,0,0,0,0,8,4,3,1,,16,2979,5.370929842
706,IDAHO,ID,Franklin,Franklin County,4,0,0,0,4,28,3,24,1,0,64,13876,4.612280196
705,VERMONT,VT,Franklin,Franklin County,18,0,8,2,8,47,18,27,2,0,130,49402,2.63147241
704,ILLINOIS,IL,Franklin,Franklin County,7,0,0,0,7,280,73,182,25,0,574,38469,14.92110531
703,LOUISIANA,LA,Franklin,Franklin County,38,1,1,0,36,128,35,80,13,0,332,20015,16.58755933
702,TENNESSEE,TN,Franklin,Franklin County,104,0,3,1,100,297,43,200,54,3,805,42208,19.0722138
701,FLORIDA,FL,Franklin,Franklin County,52,1,3,1,47,209,42,166,1,0,522,12125,43.05154639
700,INDIANA,IN,Franklin,Franklin County,2,0,0,1,1,168,58,83,27,0,340,22758,14.93980139
707,KANSAS,KS,Franklin,Franklin County,40,0,3,0,37,154,43,95,16,2,390,25544,15.26777325
716,VIRGINIA,VA,Frederick,Frederick County,70,0,19,7,44,"1,059",87,910,62,1,2259,89313,25.29307044
717,MARYLAND,MD,Frederick,Frederick County,170,0,23,22,125,"1,233",178,"1,013",42,3,2809,259547,10.82270263
718,MINNESOTA,MN,Freeborn,Freeborn County,7,0,2,1,4,124,47,63,14,0,262,30281,8.652290215
719,TEXAS,TX,Freestone,Freestone County,17,0,0,1,16,109,39,63,7,2,254,19717,12.88228432
721,COLORADO,CO,Fremont,Fremont County,44,0,9,2,33,265,72,150,43,3,621,47839,12.98104057
720,WYOMING,WY,Fremont,Fremont County,24,0,1,0,23,254,16,225,13,1,557,39261,14.1871068
722,CALIFORNIA,CA,Fresno,Fresno County,"1,534",7,39,101,"1,387","3,395","1,546","1,245",604,136,9994,999101,10.00299269
723,TEXAS,TX,Frio,Frio County,28,2,0,0,26,57,22,32,3,0,170,20306,8.37190978
724,NEBRASKA,NE,Frontier,Frontier County,0,0,0,0,0,1,0,0,1,0,2,2627,0.761324705
725,NEW YORK,NY,Fulton,Fulton County,25,0,6,1,18,204,20,176,8,0,458,53383,8.579510331
726,GEORGIA,GA,Fulton5,Fulton County,256,5,10,77,164,"1,510",182,"1,040",288,1,3533,1063937,3.320685341
727,OHIO,OH,Fulton,Fulton County,15,0,4,3,8,222,59,163,0,0,474,42126,11.25195841
728,KENTUCKY,KY,Fulton,Fulton County,0,0,0,0,0,5,1,3,1,0,10,5969,1.6753225
729,ILLINOIS,IL,Fulton,Fulton County,13,0,5,0,8,141,40,90,11,1,309,34340,8.998252766
730,ARKANSAS,AR,Fulton,Fulton County,28,0,4,0,24,57,0,48,9,6,176,12477,14.10595496
731,GEORGIA,GA,Fulton,Fulton County,9,0,0,0,9,4,0,4,0,0,26,1063937,0.024437537
732,NEBRASKA,NE,Furnas,Furnas County,10,0,0,0,10,32,7,23,2,0,84,4676,17.96407186
733,FLORIDA,FL,Gadsden,Gadsden County,104,0,14,5,85,247,112,121,14,3,705,45660,15.44021025
734,NEBRASKA,NE,Gage,Gage County,16,0,6,0,10,68,26,38,4,0,168,21513,7.809231627
735,TEXAS,TX,Gaines,Gaines County,10,0,4,0,6,82,27,43,12,0,184,21492,8.561325144
736,KENTUCKY,KY,Gallatin,Gallatin County,5,0,1,0,4,43,12,21,10,0,96,8869,10.82421919
737,ILLINOIS,IL,Gallatin,Gallatin County,4,0,0,0,4,52,14,37,1,0,112,4828,23.1980116
738,MONTANA,MT,Gallatin,Gallatin County,86,0,20,2,64,415,32,351,32,3,1005,114434,8.782354895
739,OHIO,OH,Gallia,Gallia County,30,0,3,2,25,369,105,238,26,4,802,29898,26.82453676
740,TEXAS,TX,Galveston,Galveston County,128,1,14,16,97,693,196,428,69,6,1648,342139,4.816755763
745,NEBRASKA,NE,Garfield,Garfield County,0,0,0,0,0,1,0,1,0,0,2,1969,1.015744033
744,WASHINGTON,WA,Garfield,Garfield County,11,0,3,0,8,52,9,40,3,0,126,2225,56.62921348
742,MONTANA,MT,Garfield,Garfield County,0,0,0,0,0,0,0,0,0,0,0,1258,0
741,COLORADO,CO,Garfield,Garfield County,63,3,19,0,41,209,41,142,26,8,552,60061,9.190656166
743,OKLAHOMA,OK,Garfield,Garfield County,14,0,4,0,10,124,40,72,12,3,279,61056,4.569575472
746,ARKANSAS,AR,Garland,Garland County,352,0,35,14,303,"1,591",666,785,140,0,3886,99386,39.10007446
747,KENTUCKY,KY,Garrard,Garrard County,4,0,0,0,4,73,22,41,10,0,154,17666,8.717310087
748,MARYLAND,MD,Garrett,Garrett County,50,0,7,1,42,193,65,119,9,0,486,29014,16.75053422
749,OKLAHOMA,OK,Garvin,Garvin County,26,0,3,1,22,262,77,160,25,4,580,27711,20.93031648
750,TEXAS,TX,Garza,Garza County,7,0,0,0,7,35,15,17,3,0,84,6229,13.48531064
751,MISSOURI,MO,Gasconade,Gasconade County,56,0,2,2,52,116,39,64,13,0,344,14706,23.39181287
752,NORTH CAROLINA,NC,Gaston,Gaston County,,0,,0,14,1,0,0,1,0,16,224529,0.071260283
753,KANSAS,KS,Geary,Geary County,21,0,2,0,19,27,9,18,0,0,96,31670,3.031259867
754,OHIO,OH,Geauga,Geauga County,21,0,3,1,17,117,23,91,3,2,278,93649,2.968531431
755,IDAHO,ID,Gem,Gem County,16,0,1,1,14,42,14,23,5,0,116,18112,6.40459364
756,NEW YORK,NY,Genesee,Genesee County,48,1,18,1,28,284,35,231,18,3,667,57280,11.64455307
757,MICHIGAN,MI,Genesee,Genesee County,99,0,16,3,80,363,62,274,27,2,926,405813,2.281839172
758,ALABAMA,AL,Geneva,Geneva County,40,1,7,2,30,202,74,112,16,0,484,26271,18.42335655
759,MISSOURI,MO,Gentry,Gentry County,1,0,0,0,1,24,11,10,3,1,51,6571,7.761375742
760,SOUTH CAROLINA,SC,Georgetown,Georgetown County,153,4,33,10,106,"1,077",308,657,112,7,2467,62680,39.3586471
761,TENNESSEE,TN,Gibson,Gibson County,75,0,4,26,45,227,93,101,33,2,606,49133,12.33386929
762,INDIANA,IN,Gibson,Gibson County,28,1,4,3,20,123,28,75,20,0,302,33659,8.972340236
763,ARIZONA,AZ,Gila,Gila County,168,1,5,7,155,402,79,251,72,0,1140,54018,21.10407642
764,FLORIDA,FL,Gilchrist,Gilchrist County,22,0,3,1,18,115,56,53,6,1,275,18582,14.79926811
765,VIRGINIA,VA,Giles,Giles County,28,0,10,2,16,79,17,55,7,0,214,16720,12.79904306
766,TENNESSEE,TN,Giles,Giles County,53,2,9,2,40,230,54,143,33,4,570,29464,19.34564214
767,TEXAS,TX,Gillespie,Gillespie County,5,1,2,0,2,47,9,35,3,2,106,26988,3.927671558
768,GEORGIA,GA,Gilmer,Gilmer County,66,0,8,1,57,382,110,239,33,0,896,31369,28.56323122
769,COLORADO,CO,Gilpin,Gilpin County,36,0,5,2,29,86,18,62,6,2,246,6243,39.40413263
770,MONTANA,MT,Glacier,Glacier County,3,0,0,0,3,23,2,19,2,0,52,13753,3.780993238
771,FLORIDA,FL,Glades,Glades County,26,0,2,1,23,126,33,84,9,0,304,13811,22.01144016
772,MICHIGAN,MI,Gladwin,Gladwin County,27,0,6,1,20,124,38,77,9,0,302,25449,11.866871
773,GEORGIA,GA,Glascock,Glascock County,3,0,0,1,2,28,6,20,2,0,62,2971,20.86839448
774,TEXAS,TX,Glasscock5,Glasscock County,0,0,0,0,0,19,2,16,1,0,38,1409,26.9694819
775,CALIFORNIA,CA,Glenn,Glenn County,55,1,9,7,38,444,132,276,36,3,1001,28393,35.25516853
776,VIRGINIA,VA,Gloucester,Gloucester County,19,0,4,2,13,228,8,195,25,3,497,37348,13.30727214
777,NEW JERSEY,NJ,Gloucester,Gloucester County,1,0,0,0,1,1,0,1,0,0,4,291636,0.013715728
779,GEORGIA,GA,Glynn,Glynn County,0,0,0,0,0,0,0,0,0,0,0,85292,0
778,GEORGIA,GA,Glynn,Glynn County,192,3,22,46,121,"1,635",331,"1,184",120,4,3658,85292,42.88796136
780,MICHIGAN,MI,Gogebic,Gogebic County,4,0,0,1,3,105,91,13,1,0,218,13975,15.59928444
781,MONTANA,MT,Golden Valley,Golden Valley County,2,0,0,0,2,15,1,12,2,0,34,821,41.41291108
782,NORTH DAKOTA,ND,Golden Valley,Golden Valley County,1,0,1,0,0,1,0,1,0,0,4,1761,2.271436684
783,TEXAS,TX,Goliad,Goliad County,13,0,4,0,9,95,27,54,14,0,216,7658,28.20579786
784,TEXAS,TX,Gonzales,Gonzales County,11,0,2,1,8,100,31,66,3,1,223,20837,10.70211643
785,VIRGINIA,VA,Goochland,Goochland County,23,2,4,1,16,159,19,128,12,1,365,23753,15.36648002
786,MINNESOTA,MN,Goodhue,Goodhue County,16,0,2,1,13,183,56,114,13,3,401,46340,8.653431161
787,IDAHO,ID,Gooding,Gooding County,6,0,1,0,5,63,20,33,10,1,139,15179,9.157388497
788,WYOMING,WY,Goshen,Goshen County,9,1,1,0,7,42,20,20,2,0,102,13211,7.720838695
789,NEBRASKA,NE,Gosper,Gosper County,0,0,0,0,0,10,2,7,1,0,20,1990,10.05025126
790,OKLAHOMA,OK,Grady,Grady County,41,0,3,0,38,394,127,211,56,3,873,55834,15.6356342
791,GEORGIA,GA,Grady,Grady County,40,0,2,0,38,180,48,111,21,0,440,24633,17.86221735
792,NEW HAMPSHIRE,NH,Grafton,Grafton County,5,0,3,0,2,2,0,2,0,0,14,89886,0.155752842
793,ARIZONA,AZ,Graham,Graham County,15,0,1,3,11,111,27,72,12,15,267,38837,6.87488735
794,NORTH CAROLINA,NC,Graham,Graham County,,1,,2,21,235,64,149,22,0,494,8441,58.52387158
795,TENNESSEE,TN,Grainger,Grainger County,38,0,6,0,32,191,28,131,32,2,460,23320,19.72555746
796,COLORADO,CO,Grand,Grand County,9,0,0,0,9,47,13,32,2,2,114,15734,7.245455701
797,NORTH DAKOTA,ND,Grand Forks,Grand Forks County,13,0,5,3,5,86,13,64,9,0,198,69451,2.850930872
798,VERMONT,VT,Grand Isle,Grand Isle County,1,0,0,0,1,42,11,29,2,0,86,7235,11.88666206
799,MICHIGAN,MI,Grand Traverse,Grand Traverse County,133,1,35,3,94,487,50,419,18,9,1249,93088,13.41741148
800,MONTANA,MT,Granite,Granite County,1,0,0,0,1,20,3,16,1,0,42,3379,12.42971293
810,WISCONSIN,WI,Grant,Grant County,32,1,11,0,20,121,21,92,8,1,307,51439,5.968234219
809,KENTUCKY,KY,Grant,Grant County,12,0,3,0,9,115,37,65,13,1,255,25069,10.17192549
808,WEST VIRGINIA,WV,Grant,Grant County,2,0,1,0,1,10,5,5,0,0,24,11568,2.074688797
806,MINNESOTA,MN,Grant,Grant County,2,0,0,0,2,10,3,6,1,0,24,5972,4.018754186
807,OKLAHOMA,OK,Grant,Grant County,3,0,0,1,2,42,14,27,1,0,90,4333,20.77082853
804,ARKANSAS,AR,Grant,Grant County,31,0,6,0,25,140,30,94,16,2,344,18265,18.8338352
805,NEW MEXICO,NM,Grant,Grant County,20,0,4,0,16,114,54,60,0,,268,26998,9.926661234
803,NORTH DAKOTA,ND,Grant,Grant County,0,0,0,0,0,8,5,3,0,1,17,2274,7.475813544
802,INDIANA,IN,Grant,Grant County,27,1,1,6,19,206,88,110,8,0,466,65769,7.085404978
801,KANSAS,KS,Grant,Grant County,2,0,0,1,1,20,5,11,4,0,44,7150,6.153846154
811,NORTH CAROLINA,NC,Granville,Granville County,,0,,7,45,467,197,239,31,4,990,60443,16.37906788
812,MICHIGAN,MI,Gratiot,Gratiot County,38,0,20,1,17,252,35,213,4,1,581,40711,14.27132716
813,KENTUCKY,KY,Graves,Graves County,24,1,7,3,13,281,108,146,27,4,614,37266,16.47614447
814,TEXAS,TX,Gray,Gray County,7,0,1,1,5,97,35,51,11,1,209,21886,9.549483688
815,KANSAS,KS,Gray,Gray County,4,0,3,0,1,59,12,43,4,0,126,5988,21.04208417
816,WASHINGTON,WA,Grays Harbor,Grays Harbor County,42,1,11,2,28,397,135,233,29,4,882,75061,11.75044297
819,KENTUCKY,KY,Grayson,Grayson County,12,0,2,0,10,65,14,41,10,0,154,26427,5.82737352
817,VIRGINIA,VA,Grayson,Grayson County,15,0,8,1,6,155,38,87,30,7,347,15550,22.31511254
818,TEXAS,TX,Grayson,Grayson County,91,1,27,4,59,398,127,209,62,1,979,136212,7.187325639
820,KENTUCKY,KY,Green,Green County,1,0,0,0,1,5,2,2,1,0,12,10941,1.096791884
821,WISCONSIN,WI,Green,Green County,7,0,0,2,5,50,11,37,2,0,114,36960,3.084415584
822,WISCONSIN,WI,Green Lake,Green Lake County,5,0,1,0,4,42,16,23,3,0,94,18913,4.970126368
823,WEST VIRGINIA,WV,Greenbrier,Greenbrier County,8,2,0,2,4,70,27,38,5,0,156,34662,4.500605851
831,PENNSYLVANIA,PA,Greene,Greene County,0,0,0,0,0,0,0,0,0,0,0,36233,0
835,OHIO,OH,Greene,Greene County,43,0,10,2,31,306,60,230,16,1,699,168937,4.137637107
834,MISSISSIPPI,MS,Greene,Greene County,7,0,0,0,7,41,18,16,7,1,97,13586,7.139702635
833,ARKANSAS,AR,Greene,Greene County,26,0,3,0,23,180,49,107,24,2,414,45325,9.134031991
832,ILLINOIS,IL,Greene,Greene County,13,0,0,0,13,14,4,10,0,0,54,12969,4.163775156
830,ALABAMA,AL,Greene,Greene County,31,0,2,1,28,123,45,60,18,0,308,8111,37.97312292
824,MISSOURI,MO,Greene,Greene County,74,4,35,10,25,"1,045",259,663,123,12,2250,293086,7.676927591
828,NEW YORK,NY,Greene,Greene County,6,0,0,0,6,20,12,7,1,0,52,47188,1.101975078
827,GEORGIA,GA,Greene,Greene County,10,1,2,0,7,112,21,85,6,0,244,18324,13.3158699
826,TENNESSEE,TN,Greene,Greene County,165,1,18,9,137,938,249,531,158,8,2214,69069,32.05490162
825,NORTH CAROLINA,NC,Greene,Greene County,,3,,8,23,328,169,145,14,0,690,21069,32.74953723
829,VIRGINIA,VA,Greene,Greene County,21,0,10,3,8,241,16,210,15,0,524,19819,26.43927544
836,ARIZONA,AZ,Greenlee,Greenlee County,2,0,0,0,2,29,12,10,7,0,62,9498,6.52769004
837,VIRGINIA,VA,Greensville,Greensville County,17,1,4,2,10,93,18,68,7,1,221,11336,19.49541284
838,KENTUCKY,KY,Greenup,Greenup County,5,0,0,0,5,33,14,13,6,1,77,35098,2.1938572
839,SOUTH CAROLINA,SC,Greenville,Greenville County,"1,621",19,220,271,"1,111","8,677","1,808","5,864","1,005",39,20635,523542,39.41422083
841,SOUTH CAROLINA,SC,Greenwood,Greenwood County,231,5,26,16,184,"1,087",220,792,75,2,2638,70811,37.25409894
840,KANSAS,KS,Greenwood,Greenwood County,14,0,4,0,10,72,13,51,8,0,172,5982,28.75292544
842,TEXAS,TX,Gregg,Gregg County,67,0,15,3,49,417,107,244,66,0,968,123945,7.809915688
843,SOUTH DAKOTA,SD,Gregory,Gregory County,3,0,1,0,2,2,0,2,0,0,10,4185,2.38948626
844,NORTH DAKOTA,ND,Griggs,Griggs County,0,0,0,0,0,9,2,5,2,0,18,2231,8.068130883
845,TEXAS,TX,Grimes,Grimes County,8,0,0,0,8,122,39,73,10,4,264,28880,9.141274238
846,MISSOURI,MO,Grundy,Grundy County,5,0,0,0,5,13,7,3,3,1,37,9850,3.756345178
847,TENNESSEE,TN,Grundy,Grundy County,92,1,8,0,83,235,48,143,44,5,659,13427,49.08021151
848,ILLINOIS,IL,Grundy,Grundy County,17,0,5,1,11,111,30,75,6,0,256,51054,5.014298586
849,TEXAS,TX,Guadalupe,Guadalupe County,71,3,30,5,33,448,126,283,39,20,1058,166847,6.341138888
850,NORTH CAROLINA,NC,Guilford,Guilford County,,3,,29,160,969,336,560,73,11,2141,537174,3.985673171
851,FLORIDA,FL,Gulf,Gulf County,37,0,2,0,35,121,42,72,7,0,316,13639,23.16885402
852,COLORADO,CO,Gunnison,Gunnison County,8,0,0,0,8,25,2,21,2,0,66,17462,3.779635781
853,GEORGIA,GA,Gwinnett,Gwinnett County,"1,605",30,173,583,819,"14,551","2,450","10,631","1,470",38,32350,936250,34.55273698
854,GEORGIA,GA,Habersham,Habersham County,27,0,7,1,19,324,134,164,26,0,702,45328,15.48711613
855,TEXAS,TX,Hale,Hale County,26,0,0,0,26,66,22,42,2,0,184,33406,5.507992576
856,VIRGINIA,VA,Halifax,Halifax County,48,4,12,7,25,223,57,144,22,3,545,33911,16.07148123
857,NORTH CAROLINA,NC,Halifax,Halifax County,,11,,22,59,539,297,210,32,7,1177,50010,23.53529294
858,GEORGIA,GA,Hall,Hall County,240,3,54,26,157,"1,561",327,"1,015",219,29,3631,204441,17.76062531
859,NEBRASKA,NE,Hall,Hall County,25,0,4,1,20,123,23,94,6,1,297,61353,4.840839079
860,TEXAS,TX,Hall5,Hall County,1,0,0,0,1,12,7,3,2,0,26,2964,8.771929825
861,TENNESSEE,TN,Hamblen,Hamblen County,125,0,9,10,106,518,130,301,87,3,1289,64934,19.85092556
866,FLORIDA,FL,Hamilton,Hamilton County,39,1,2,2,34,183,56,120,7,0,444,14428,30.77349598
865,NEW YORK,NY,Hamilton,Hamilton County,0,0,0,0,0,6,2,4,0,0,12,4416,2.717391304
862,OHIO,OH,Hamilton,Hamilton County,168,3,50,31,84,"1,933",232,"1,535",166,14,4216,817473,5.157356879
863,TENNESSEE,TN,Hamilton,Hamilton County,270,4,18,10,238,"1,472",315,980,177,4,3488,367804,9.483311764
864,KANSAS,KS,Hamilton,Hamilton County,3,0,1,0,2,27,8,17,2,0,60,2539,23.63135093
867,SOUTH DAKOTA,SD,Hamlin,Hamlin County,8,0,1,0,7,37,6,28,3,0,90,6164,14.6009085
